gene	zcount_DGC1	zcount_DGC2	zcount_DGC3	zcount_DGH1	zcount_DGH2	zcount_DGH3	zcount_dugill1	zcount_dugill2	zcount_dugill3	zcount_WGC1	zcount_WGC2	zcount_WGC3	zcount_WGH1	zcount_WGH2	zcount_WGH3	zcount_wtgill1	zcount_wtgill2	zcount_wtgill4
akna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aknad1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aknad1_1	0	0.221864205524057	0	0	0.311196694602242	0	0	0.706031616841975	1.10397212654185	0	0.250179019630722	0.20014142232209	0.659468988497439	0	0	0	0	0.712978982155192
akr1a1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akr1a1a_1	0	0.411449824977394	0	0	0	0	14.0383869401122	0	0	0	0	0	0	0	0	0	0	18.0704501143287
akr1a1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akr1a1b_1	67.9781802973564	95.6108776696378	33.37556278968	43.5479393031219	44.8851630743851	36.4044666102498	41.2765357839141	195.802402008511	151.463047425949	117.699231833045	106.492796523824	116.172918867867	116.384085412805	126.073971671434	87.0506819580191	147.401116905469	146.214369580257	90.294896283284
akr1b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akr7a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akt1s1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akt2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akt3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akt3a_1	6.43330035938907	18.6905485669206	15.057880862605	15.9904189834335	14.0226199293434	12.1643329578023	20.7626104122048	11.987885727728	9.94906553417731	7.75709831515414	12.7435546536412	19.2131871627216	19.8105852692467	19.9954878068037	24.3846973098228	20.7527503731318	14.9364511093271	14.4338942191561
akt3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aktip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aktip_1	155.062650548507	147.123841590125	140.715325324923	112.498305202224	132.378508266183	108.952490921654	84.8410980033288	159.059914326941	137.97827142171	173.807402366984	157.615735576693	189.81692623517	188.32547466545	235.159259444281	235.265431625466	152.098956706989	107.95796782055	102.711255208098
alad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alas1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alas2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alas2_1	768.007580336469	822.017071845127	765.165730686589	1476.69608020994	968.912287839744	1298.74865838662	7103.49562389423	922.184438483482	771.829702593114	1350.84335303447	2465.50617467286	2637.42850556029	1685.27468287593	2128.22752993565	2678.58615697279	1226.27962935428	2105.77443014968	1034.04626791092
alcama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alcama_1	86.8555898427088	61.7576151929484	56.3701359798943	46.923718391422	38.3863231170554	55.7281021840374	392.091005905061	58.0596521857743	43.3834119581518	72.179274273843	83.2940197227986	52.6522724759685	56.1502993718372	38.7407034270179	36.554703552694	96.3587506033398	55.0346657361586	71.8618407600315
alcamb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh16a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh18a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh1a2_1	24.4841196730019	16.9255496183883	17.8921377384262	10.0113514455401	9.21691386660168	16.7178265783701	161.356994274885	95.2612005377601	64.2051297295107	28.6065469684611	30.0879291897775	28.3811953119237	23.8723463581246	25.8149491746565	32.1827914541872	145.774815752325	120.737816140423	95.7719714582873
aldh1a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh1l1_1	52.3418033683368	20.1640121807514	42.0866411095291	20.7702265351602	21.0425138239672	16.3020603337415	236.941111097547	56.1250105695395	53.7789858524562	39.4396641990271	63.6646898692041	41.6181443405101	155.033143989029	161.737706312053	159.230354724892	63.1542904495854	67.0548725124677	75.8577033882774
aldh1l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh3a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh3a2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh3a2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh3b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh3b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh4a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh5a1_1	7.86978825094156	8.88731621951171	7.7504410268643	2.72455536712204	5.88660355237102	6.14115863996111	11.3710934214908	3.9280322550269	6.6333476571373	24.4515738824754	12.8052956324136	13.3619278858571	54.7900923747294	20.6482787196326	23.4121321658688	22.2636627084623	9.3042031576047	11.6356069028848
aldh6a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh7a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh8a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh8a1_1	6.20019009933151	4.90129261344186	5.60082512584554	4.67467215132186	1.14579550809674	5.92691041806119	18.5809728421229	4.04372688776687	2.70981092365055	6.31723716536989	4.6056722626716	2.70197018289066	8.09366570892043	8.82522028457178	9.0926949430145	3.17790102538254	0.301835461075824	24.5011034501497
aldh9a1a.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh9a1a.1_1	552.113167325052	400.479608147648	579.033722946057	788.703291162136	697.083700115451	468.805100628428	701.833926396795	330.723989887167	421.392492710726	698.596149621156	780.041463014759	500.790173551477	849.675851841168	674.538329656725	756.399932412528	637.709420376988	400.696284496979	1127.98253383809
aldh9a1a.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldh9a1a.2_1	2.43939911689262	0.194784006070379	0.632608224992832	5.97142935010522	1.09285116465373	8.17672250258553	0.664589721750733	1.03309188921806	0.19384480059767	7.12611551410456	0.878571134326545	5.62280487611772	0.385983883415821	1.22188484576727	5.20352655675216	0.826652228366927	3.67057709574205	8.7633632872048
aldh9a1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldoaa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldoab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldob	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aldoca_1	1.1273697454851	0.495107490222106	0.803990730267898	0.303566956878479	0.347229996082501	1.53954253993485	0.422318233156837	0	0	0.220894655622672	1.11658846656238	6.25283938370487	0.981104740782154	1.29409226047559	1.32264708268027	0.787952996623433	0	0.530356295497897
aldocb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg11_1	27.8851697938944	30.9298659365122	27.1951889085698	37.350682111784	28.6287837599293	46.8678726844537	14.7314274759821	49.2968508070558	55.3115636999838	35.0241438333559	28.8577895019018	29.0345709887987	33.6009413506805	26.2637979497786	40.0552701150243	41.9780159339581	48.034472835073	44.2319200311462
alg12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg12_1	66.7558476554497	82.6080606584866	100.374110982735	78.2769081665222	48.6166885271297	48.0509936086485	42.8692590457556	86.4014748377863	81.3474028685254	104.89783150185	76.8656035853656	91.1956616644092	76.410587144287	74.5897379378324	70.2169995364085	94.6944288088207	69.7983284902024	110.456897696966
alg13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg14_1	2.96115016094384	2.08071948742934	3.37882018191748	5.74091410301618	7.29627640196641	18.6013121494165	4.43704546477352	22.0713647857158	8.80041854913614	6.03410139020489	4.69253127391174	1.87699569060158	9.79248751022234	18.4909061758759	11.1170104039017	24.8356546956688	9.802449193984	13.3731284755349
alg14_2	9.47568051502028	9.88341756528935	9.57332384876618	55.4955029958231	33.5628714490454	58.2301945546953	8.87409092954704	45.2462978107173	34.6840025171836	9.7473945534079	6.45223050162865	3.75399138120315	29.3774625306671	45.1395650764028	31.9614049112173	61.8131850203311	29.407347581952	28.9751116969922
alg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alg8_1	5.52962606141469	4.1283623199634	8.41277256889018	5.06247395207399	5.45000124286013	3.39807996756	4.14285005895701	66.9757963483934	33.3509979428292	17.768814118865	15.0610489154864	22.3449196221643	13.4741939128071	10.9174968257405	9.08241624438328	46.1202306963855	18.3050083861571	34.8579557587164
alg9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alkbh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alkbh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alkbh2_1	23.7352533895871	27.7968590933406	34.9823493873563	57.946824708032	41.425942573062	53.4814452126084	7.11307381817813	70.7656697390849	52.2135893143308	31.314308081875	32.9115752916384	26.015583544483	55.0822412787493	51.9478419615329	48.267362045245	62.3020015176245	31.1977226451474	42.8027636228523
alkbh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alkbh4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alkbh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alkbh6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alkbh7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alkbh8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
allc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alms1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alms1_1	37.6546817633222	46.9564136229912	52.3075601774203	34.2148532497592	21.1907602391439	33.6461324435427	25.773246909576	42.1574496380712	30.4760870632006	51.2511934615734	47.5774502333977	41.499442796272	60.0097361723078	57.3464588275266	57.9937234977068	52.4193951347977	34.2478897651453	40.5311430883171
alox12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alox5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alox5a_1	71.7433535147648	45.8291805051744	80.4400001567243	91.1164462707595	46.7935627073624	75.4445507126445	7.47337657694207	59.1584566191343	86.3537654125542	58.4841922972025	35.7186208751204	16.1112335607123	79.1293159003571	70.6387970281699	76.5185251358298	63.4616115398919	53.7895375520826	50.5358355476315
alox5ap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alox5ap_1	94.3021171780465	54.5848975193021	65.9637849151617	19.8471990166537	13.7991863855088	15.7890584351273	29.7767347987535	35.3467107039707	42.3203951168477	57.7683452367758	32.9227061003815	44.0874026858878	24.2114421870752	30.1933415119911	21.1947619339301	54.8834258763171	12.3124429736434	48.9524887520645
alox5b.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alox5b.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alox5b.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpi.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpi.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpk3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpk3a_1	7.32073325668983	8.66915212626788	10.255194622555	2.04165647665476	2.2547865864075	2.41004772207776	147.501005105644	5.11557689026759	4.45651263787001	9.42612527629472	13.2714135725217	6.31843101579289	5.57457335208002	3.00120330227218	4.29439699079152	17.4210876460197	7.50954837617891	17.2812132120012
alpk3a_2	11.530676778677	9.14960554773297	11.2134186848697	5.22182078947308	3.55144961865708	4.11552534097845	137.044306187242	4.63910810904915	4.69591213790426	14.8908316143835	18.4932717936687	11.056930795953	6.04361783817932	4.6325669754591	5.53416660866478	15.3245780161077	9.12165032871038	19.4787265824914
alpk3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpk3b_1	5.96610985065581	4.63563091036777	7.34583922625616	1.07099663857368	0.848105741446433	1.14898575892371	16.9625759743674	2.35174025552806	5.54930652885245	6.77413598467573	8.03025377038715	5.09083224519047	1.73068882442138	0.63216144253273	0.987113134363884	5.63114105916496	7.4471807491419	12.3062037578487
alpl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
als2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
als2a_1	39.1450791001693	23.321069502574	38.7475696526777	79.4864851139078	80.8391070507493	84.1286443771399	19.7121796561159	36.7706431593246	50.6242415951281	31.9374243971386	27.8863215836064	17.9233554911678	54.9390422164529	42.797887859415	71.7116849570038	44.403425017857	51.9366878635934	50.9439334222052
als2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alx1_1	3.16962989190125	0	0	0	0	0.7214107696216	0.791572596934674	0.492193726659653	0	1.65613646271619	0	0	1.37920097905903	0	0	1.47690047653717	0.514342670431389	0.497036922831622
alx1_2	3.16962989190125	0	0	0	0	0.7214107696216	0.791572596934674	0.492193726659653	0	1.65613646271619	0	0	1.37920097905903	0	0	1.47690047653717	0.514342670431389	0.497036922831622
alx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alx3_1	0	0	0	0	0.789855252588424	0.437755873437682	0.960660883236409	0	0	0	0.634984934513261	0	0.27896881807054	0	0	0	0	0.30160463559348
alx4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alx4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alx4b_1	0.456665707046814	0.401108177670961	0.434231977299089	0.983731341410512	0	0	0	0.425478059940076	0.399174122595203	0.71582558958514	0.452298514844051	1.08550670886002	5.56385026920221	3.77424214926857	1.60730115635406	5.957980917018	0.889249536131826	3.00765340826568
alyref	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amacr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amacr_1	4.47761189536355	5.74804041204032	4.2576489473564	1.4839224296971	3.39471979920875	7.05536802111308	10.8381669788828	7.05999749019053	7.827812651894	9.17827015271725	8.18730744270179	6.54978726429285	1.49872550534173	2.84665250797913	4.04092414393684	8.02445925809804	21.797751831857	7.45353473513717
ambp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ambp_1	0.784465069622439	0	0	2.11232982716136	2.89938385317925	3.74944487125613	497.806396290156	1.09633591080936	0.342852715937591	0.614826296682997	0	0.310782439904926	0	0	0.920346177424013	0.365524327654921	1.52756204047934	0
ambra1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ambra1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amd1_1	236.464995771992	216.41143664267	241.219765665539	86.6434075288714	89.9979650744961	95.5071993601697	546.133783450821	143.735437517087	136.209811865933	277.651911296152	284.97504659585	212.178302486532	66.5355032930147	54.6666140136506	72.6940619483525	171.685868130442	160.526544130994	250.946244442705
amdhd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amer1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amer1_1	40.4291025938929	37.7347371924685	41.9302923908597	17.9636502263371	14.523046566324	18.6021450564218	34.8039226374171	38.0748090466665	30.0727616191205	47.4953841844924	42.1181060206257	35.631425445708	22.2653603988051	20.9287104143959	23.767237055578	57.531433650649	39.108052891812	41.3249601808251
amer2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amfr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amfrb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amigo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amigo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amigo3_1	7.17659214145809	4.99522209658475	10.6867067034944	2.33351443030356	2.33550758610721	4.43791474780261	7.50719276054813	3.53247581731458	7.21998358446484	8.49006874418787	7.91263566319939	6.33005180964723	4.00654764052441	4.97383344191309	3.97154974753442	7.31885362581024	8.70124872166042	9.30029242431202
ammecr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amn1_1	51.2198127326944	31.2631653702107	38.7978120604534	29.4540243186316	29.9471058054771	18.9684251507331	46.8297590282103	21.8387868376751	29.9741619736463	26.5356301750137	35.2530415818894	44.3668450237312	35.5085412475487	51.021685300389	20.8793723024218	20.6299809738823	15.2143615175046	21.645279440617
amot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amotl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amotl2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amotl2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ampd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ampd2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ampd2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ampd3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ampd3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ampd3b_1	99.2726681717894	105.950450807066	122.714660253316	2196.79704387954	2666.68801608488	2488.29980121664	1096.83633195668	226.345868456885	128.197503138121	147.095833249529	124.481011065847	141.881109085491	653.326894413112	775.745416127727	682.10799549654	350.850867623913	151.183225720722	255.536637406457
amph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amt_1	12.6677568175476	12.6438740782527	18.8894596304877	8.68266779888985	7.80334077217663	4.32479019954817	40.1202321498995	33.5301753518142	21.8942601096106	12.4104793078329	16.5387162654804	13.0027362760222	9.77148673279001	10.3109931721764	6.07990997683673	31.9276294868384	12.6140575116832	40.6321355421776
amy2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc11_1	89.9786771354009	145.905146098106	132.72531779604	72.0644551374331	65.375298355397	39.3831389538322	314.593566381752	183.789155442687	167.385205094774	176.302486196803	124.536960234589	191.945154550804	112.43771791186	110.170974665069	85.2634994370674	201.029262823349	162.857684321286	181.256179062822
anapc13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anapc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
and1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
and2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
and3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
and4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angel1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angel1_1	7.80320473600573	5.90194708465656	6.38933408779154	2.33463296619368	2.93747404014404	1.48001399903196	9.41893818261381	2.62538272861192	3.97881526373761	4.75671746705149	5.58175295438564	5.49583058620113	1.69770414507947	4.97621757596599	2.54301020903056	1.81796569097396	4.00976899909805	5.09849336053316
angel2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angpt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angpt2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angpt2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angpt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl5_1	28.2780877064751	20.4112626988511	21.0319314222255	49.1546242256477	94.1677429937224	23.3229679911291	5.03434943873257	165.906938568951	40.6256881930629	25.0156815010882	40.2090143658556	42.1497615111562	116.224059609566	127.011914793425	79.4916720123238	217.865172938162	28.3502735988137	67.1738425730035
angptl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angptl7_1	313.261055041569	179.643390758833	312.642603991453	134.196098924159	96.4844367613215	156.44425838775	33.9439623151185	197.794248444815	252.890518752242	370.56132367419	400.972991390508	303.852110114298	122.509369408974	95.9892110993861	84.6668718964772	333.849970506396	150.295050893975	444.240029393205
ank1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ank1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ank1b_1	1.04723933642529	0.766527635965434	1.05111551138066	1.25328992947314	1.64858797888438	2.38352666221043	0.697423980647841	1.84302458809359	1.32224145549491	5.15265078157346	1.38296581574457	2.1205285829835	0.962002146761322	0.64112622053754	2.04772814293049	3.41575461310742	1.81266968572892	4.26971997044539
ank2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ank2a_1	0	0	0.738525836200283	0	0.765496357775773	0.848511231933558	1.16379299366121	0.14472749886206	0.678900721482528	0.121744993404251	0.153850548255351	0	0.135182752451282	0	0.911212971083163	1.15807035839617	0.90744181671834	1.31536458326158
ank2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ank3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ank3a_1	17.0596618232038	13.7937445725857	13.4199460488045	16.7561364869377	16.3348525609876	18.1465351318583	211.210970780567	16.0318437578811	24.106362465337	34.9620229379109	27.9565853483001	25.0264642606724	14.4873616105085	11.2286824975762	29.3479078625328	27.3204348258769	19.9949298136756	20.2369967787213
ank3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankdd1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankdd1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankef1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankef1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankfy1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankfy1_1	53.5173105784868	57.5737839496197	80.8689554787303	85.9051165464606	55.5833460089862	93.4789514691328	68.5356626267091	106.295782803378	59.2906630094741	62.3474602562639	78.1728593584309	50.9505792507945	89.2667799430968	87.9093625825172	91.8690304841797	148.073048144269	80.0779631720619	118.563825968303
ankha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankhb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankhd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankib1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankib1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankle2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankmy1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankmy1_1	4.99403400834573	3.31421756925509	4.53764838058049	7.53056642701491	6.8362799185091	12.2757862702429	0.166292410743475	6.3073595299232	3.58925806830913	2.52241072176457	3.73718554717131	4.39664948251188	2.8008250248823	2.85355248012374	4.68726044025764	7.75662717553063	6.15898418905963	6.47384086269303
ankmy2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankra2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankra2_1	58.4259728265719	51.0343983417392	71.2096358305806	39.6351349726426	34.5985167733601	46.7259952674071	110.763407413841	68.5710808377538	57.5600979723955	52.1162815990978	47.6365617290005	48.3394872088923	43.8228859310658	52.7638200974874	53.3978895586203	68.2850932892348	51.2283341592288	75.62372627857
ankrd10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
