gene	zcount_A1	zcount_A2	zcount_A3	zcount_A4	zcount_A5	zcount_A6
si:dkey-89b17.4	0	0	0	0	0	0
si:dkey-8e10.3	0	0	0	0	0	0
si:dkey-8k3.2	0	0	0	0	0	0
si:dkey-8l13.5	0	0	0	0	0	0
si:dkey-8l13.5_1	3.97809185224717	6.63568647597857	7.46541197904183	6.32837037930491	7.23245568232757	4.19928816053837
si:dkey-8l13.5_2	17.1642625970734	21.7662415177472	14.304224177422	25.3606841442224	15.2509831226356	18.4503494095274
si:dkey-90a24.1	0	0	0	0	0	0
si:dkey-90a24.1_1	0	0	0	0.282677596302846	0	0
si:dkey-90l23.1	0	0	0	0	0	0
si:dkey-90l8.3	0	0	0	0	0	0
si:dkey-90m5.4	0	0	0	0	0	0
si:dkey-91f15.1	0	0	0	0	0	0
si:dkey-91f15.1_1	0.69112298132269	0	0	0.538942272846161	0	1.32165203089864
si:dkey-91f15.8	0	0	0	0	0	0
si:dkey-91f15.8_1	0	0.565795563616797	0	0	0.528582366692091	0
si:dkey-91i10.2	0	0	0	0	0	0
si:dkey-91i10.2_1	27.1414281920907	37.3015848780696	9.44229845829282	29.5952183634468	12.4457876434183	21.1131833866827
si:dkey-91i10.3	0	0	0	0	0	0
si:dkey-91m11.5	0	0	0	0	0	0
si:dkey-91m11.5_1	17.3369618513829	9.31941112511958	3.54412707430887	10.8685995922152	2.69777630839209	17.9421173458789
si:dkey-91m3.1	0	0	0	0	0	0
si:dkey-92f12.2	0	0	0	0	0	0
si:dkey-92i15.4	0	0	0	0	0	0
si:dkey-92i15.4_1	2.5124037227392	3.94969493530327	2.63105784070197	5.6676540183689	4.56384564592592	6.7949830237124
si:dkey-92i17.2	0	0	0	0	0	0
si:dkey-92i17.2_1	9.11449829989424	147.020038342523	133.852039515799	95.9518719413026	125.020844772446	86.0164903536418
si:dkey-92i17.2_2	15.034884466695	16.2149054643375	13.1750778251903	45.1789927454278	18.5147447886637	12.4920707610396
si:dkey-92j12.5	0	0	0	0	0	0
si:dkey-92j12.6	0	0	0	0	0	0
si:dkey-92j12.6_1	3.80792271704909	0.55137452701702	2.79143251602459	3.34062374112344	5.15109822638659	4.91534144680201
si:dkey-92j12.6_2	3.80792271704909	1.10274905403404	3.25667126869536	3.89739436464402	6.18131787166391	4.91534144680201
si:dkey-92k1.9	0	0	0	0	0	0
si:dkey-93h22.4	0	0	0	0	0	0
si:dkey-93h22.7	0	0	0	0	0	0
si:dkey-93h22.8	0	0	0	0	0	0
si:dkey-93l1.6	0	0	0	0	0	0
si:dkey-93l1.6_1	171.179583449859	135.076655397471	154.118862139648	112.209685845493	193.640165433627	92.603002670183
si:dkey-93l1.6_2	33.5197220915355	69.1334089333225	118.424756446413	45.9024603474786	48.3070912880351	99.4341261547553
si:dkey-93l1.9	0	0	0	0	0	0
si:dkey-93l1.9_1	22.8155124873958	9.32784062219618	10.4941927819559	6.27941914233601	13.0715024717296	9.23943896830061
si:dkey-93l1.9_2	0	0	0	0	0	0
si:dkey-93m18.3	0	0	0	0	0	0
si:dkey-93m18.3_1	39.1430880555007	20.8041188273641	27.0063040899756	46.3247180274851	34.3864183595238	23.7772550574578
si:dkey-93m18.4	0	0	0	0	0	0
si:dkey-93m18.4_1	91.3660969167579	19.0416328380808	39.6068935331178	76.4647822695999	67.4336191681825	86.4104847414282
si:dkey-93n13.2	0	0	0	0	0	0
si:dkey-93n13.2_1	20.7077491669233	15.2646485677977	13.5700041114125	30.5528252827574	26.9934118960437	22.4099743555538
si:dkey-93n13.3	0	0	0	0	0	0
si:dkey-93n13.3_1	18.1896712631455	14.1620926586019	9.69090662221933	18.0502633907586	12.6659091670183	17.6203807197403
si:dkey-94e7.1	0	0	0	0	0	0
si:dkey-94e7.2	0	0	0	0	0	0
si:dkey-94f20.4	0	0	0	0	0	0
si:dkey-94l16.4	0	0	0	0	0	0
si:dkey-95h12.1	0	0	0	0	0	0
si:dkey-95h12.1_1	0.807369685145692	0.26721015185792	1.57826591839007	0.404737856677505	1.12335908232736	0.661694380778427
si:dkey-95h12.1_2	1.17657665721155	0.54516602027849	1.6100004877947	0.13762533911152	0.636637073019898	1.34999845515384
si:dkey-96f10.1	0	0	0	0	0	0
si:dkey-96g2.1	0	0	0	0	0	0
si:dkey-96l17.6	0	0	0	0	0	0
si:dkey-96n2.3	0	0	0	0	0	0
si:dkey-97a13.12	0	0	0	0	0	0
si:dkey-97a13.6	0	0	0	0	0	0
si:dkey-97m3.1	0	0	0	0	0	0
si:dkey-97o5.1	0	0	0	0	0	0
si:dkey-98f17.3	0	0	0	0	0	0
si:dkey-98f17.5	0	0	0	0	0	0
si:dkey-98f17.5_1	264.164148350055	267.488035693529	395.567647396497	275.055424642758	209.009003365115	288.188409886261
si:dkey-98j1.5	0	0	0	0	0	0
si:dkey-98j1.5_1	2.37634336766248	3.19312369577238	1.30069348483306	3.11318830773384	3.08597307649671	2.94473347235312
si:dkey-9c18.3	0	0	0	0	0	0
si:dkey-9i23.14	0	0	0	0	0	0
si:dkey-9i23.15	0	0	0	0	0	0
si:dkey-9i23.16	0	0	0	0	0	0
si:dkey-9i23.4	0	0	0	0	0	0
si:dkey-9i23.5	0	0	0	0	0	0
si:dkey-9i23.6	0	0	0	0	0	0
si:dkey-9i23.8	0	0	0	0	0	0
si:dkey-9k7.3	0	0	0	0	0	0
si:dkey-9l20.3	0	0	0	0	0	0
si:dkey-9p20.1	0	0	0	0	0	0
si:dkeyp-100a1.6	0	0	0	0	0	0
si:dkeyp-100h4.2	0	0	0	0	0	0
si:dkeyp-104b3.1	0	0	0	0	0	0
si:dkeyp-104f11.6	0	0	0	0	0	0
si:dkeyp-104h9.5	0	0	0	0	0	0
si:dkeyp-106c3.1	0	0	0	0	0	0
si:dkeyp-106c3.2	0	0	0	0	0	0
si:dkeyp-10a3.2	0	0	0	0	0	0
si:dkeyp-110a12.4	0	0	0	0	0	0
si:dkeyp-110c12.3	0	0	0	0	0	0
si:dkeyp-110c7.4	0	0	0	0	0	0
si:dkeyp-110e4.11	0	0	0	0	0	0
si:dkeyp-110e4.6	0	0	0	0	0	0
si:dkeyp-110g5.4	0	0	0	0	0	0
si:dkeyp-111e5.4	0	0	0	0	0	0
si:dkeyp-113d7.1	0	0	0	0	0	0
si:dkeyp-113d7.10	0	0	0	0	0	0
si:dkeyp-114g9.1	0	0	0	0	0	0
si:dkeyp-115a10.3	0	0	0	0	0	0
si:dkeyp-115e12.6	0	0	0	0	0	0
si:dkeyp-115e12.6_1	80.7112655605656	83.9235501321551	48.5890412700823	98.4560382532704	76.6461866841933	93.9040679247293
si:dkeyp-117b11.1	0	0	0	0	0	0
si:dkeyp-117b8.4	0	0	0	0	0	0
si:dkeyp-117h8.2	0	0	0	0	0	0
si:dkeyp-117h8.4	0	0	0	0	0	0
si:dkeyp-118a3.2	0	0	0	0	0	0
si:dkeyp-118b1.2	0	0	0	0	0	0
si:dkeyp-118h3.5	0	0	0	0	0	0
si:dkeyp-118h3.6	0	0	0	0	0	0
si:dkeyp-118h9.7	0	0	0	0	0	0
si:dkeyp-11e3.1	0	0	0	0	0	0
si:dkeyp-11e3.1_1	1.80495984252606	2.09081738975784	1.76418972369983	0.904834045039898	0.558086082811802	2.66271728199263
si:dkeyp-120h9.1	0	0	0	0	0	0
si:dkeyp-121d2.7	0	0	0	0	0	0
si:dkeyp-121d4.3	0	0	0	0	0	0
si:dkeyp-122a9.1	0	0	0	0	0	0
si:dkeyp-122a9.2	0	0	0	0	0	0
si:dkeyp-122d12.1	0	0	0	0	0	0
si:dkeyp-123a12.2	0	0	0	0	0	0
si:dkeyp-123h10.2	0	0	0	0	0	0
si:dkeyp-12a9.5	0	0	0	0	0	0
si:dkeyp-12a9.5_1	14.3151987510688	23.2152827414491	9.59441110820009	11.9604500206423	6.63929995069213	16.8944820650567
si:dkeyp-13a3.10	0	0	0	0	0	0
si:dkeyp-13a3.6	0	0	0	0	0	0
si:dkeyp-13a3.8	0	0	0	0	0	0
si:dkeyp-13d11.1	0	0	0	0	0	0
si:dkeyp-13d11.2	0	0	0	0	0	0
si:dkeyp-14d3.1	0	0	0	0	0	0
si:dkeyp-14d3.1_1	0.253458326965006	0.440399059118994	0.123866627191004	0.741181800297385	0.274288915086828	1.30867594974053
si:dkeyp-15a6.2	0	0	0	0	0	0
si:dkeyp-19e1.3	0	0	0	0	0	0
si:dkeyp-19e1.3_1	8.47086873822409	1.87897569822884	1.93776239408086	3.16227421901007	2.34052364586206	2.27476125728798
si:dkeyp-1a11.3	0	0	0	0	0	0
si:dkeyp-1h4.8	0	0	0	0	0	0
si:dkeyp-1h4.8_1	46.2098557321616	32.3588950555247	62.7731897506017	0	101.992970604816	112.332560329949
si:dkeyp-20e4.8	0	0	0	0	0	0
si:dkeyp-20e4.8_1	5.6902832173732	0	4.17131406770612	1.66399518601611	0.769742717135888	2.44837645270203
si:dkeyp-20g2.3	0	0	0	0	0	0
si:dkeyp-23e4.3	0	0	0	0	0	0
si:dkeyp-26a9.2	0	0	0	0	0	0
si:dkeyp-26a9.2_1	182.570870219924	226.571547201243	160.929289160972	190.214855093875	230.289291526854	181.513595718659
si:dkeyp-26a9.2_2	122.531575862424	78.3551899786733	58.5376388182368	138.061348732865	93.4978627415199	103.292189491771
si:dkeyp-26a9.2_3	140.972011023139	43.1028488053275	33.2519480591043	145.49678837611	90.2001223533695	88.072355611352
si:dkeyp-27c8.2	0	0	0	0	0	0
si:dkeyp-27e10.3	0	0	0	0	0	0
si:dkeyp-27e10.3_1	9.17456020925094	14.6937652993348	6.62802418593126	17.0772005497423	20.0298221235593	17.1175681231477
si:dkeyp-28d2.4	0	0	0	0	0	0
si:dkeyp-28d2.4_1	3.1022367564084	2.15612904108729	1.41500985378752	1.69340132149	2.9095694317375	3.79679113117726
si:dkeyp-2c8.3	0	0	0	0	0	0
si:dkeyp-2e4.2	0	0	0	0	0	0
si:dkeyp-2e4.3	0	0	0	0	0	0
si:dkeyp-2e4.6	0	0	0	0	0	0
si:dkeyp-2e4.7	0	0	0	0	0	0
si:dkeyp-2e4.8	0	0	0	0	0	0
si:dkeyp-30e7.2	0	0	0	0	0	0
si:dkeyp-32g11.8	0	0	0	0	0	0
si:dkeyp-33b5.4	0	0	0	0	0	0
si:dkeyp-33c10.5	0	0	0	0	0	0
si:dkeyp-33e11.1	0	0	0	0	0	0
si:dkeyp-34c12.1	0	0	0	0	0	0
si:dkeyp-34c12.1_1	7.93669383401396	9.61154806405501	0.352610053401106	3.37586528490567	1.75683572061471	3.72539647673773
si:dkeyp-34c12.4	0	0	0	0	0	0
si:dkeyp-34c12.4_1	18.7127440970787	17.7974194277181	10.7815113455552	4.608101569892	20.2506594995153	3.61615385114817
si:dkeyp-35e5.10	0	0	0	0	0	0
si:dkeyp-35e5.5	0	0	0	0	0	0
si:dkeyp-35e5.9	0	0	0	0	0	0
si:dkeyp-38g8.5	0	0	0	0	0	0
si:dkeyp-3f10.11	0	0	0	0	0	0
si:dkeyp-3f10.12	0	0	0	0	0	0
si:dkeyp-3f10.14	0	0	0	0	0	0
si:dkeyp-41f9.3	0	0	0	0	0	0
si:dkeyp-41f9.3_1	12.3349938995732	12.1717092725287	5.35838809061741	7.01378842719931	12.7925530370694	20.5089095173398
si:dkeyp-41f9.4	0	0	0	0	0	0
si:dkeyp-41f9.4_1	1.37513055146793	2.7307107282526	0.960049529906995	3.44679396745279	3.82666186952157	3.38103910321654
si:dkeyp-44a8.2	0	0	0	0	0	0
si:dkeyp-44a8.4	0	0	0	0	0	0
si:dkeyp-44b5.2	0	0	0	0	0	0
si:dkeyp-46h3.1	0	0	0	0	0	0
si:dkeyp-46h3.2	0	0	0	0	0	0
si:dkeyp-46h3.8	0	0	0	0	0	0
si:dkeyp-4c4.1	0	0	0	0	0	0
si:dkeyp-4c7.3	0	0	0	0	0	0
si:dkeyp-4c7.3_1	10.4991170607634	15.4050701184755	7.52544087653413	25.3805709114275	15.1493223755293	9.63730954588294
si:dkeyp-4h4.1	0	0	0	0	0	0
si:dkeyp-50b9.1	0	0	0	0	0	0
si:dkeyp-50d11.2	0	0	0	0	0	0
si:dkeyp-50d11.2_1	35.1892254331923	15.092356185596	9.68702399559951	22.9252176148009	34.9479990807218	47.7867253212057
si:dkeyp-50f7.2	0	0	0	0	0	0
si:dkeyp-51b7.3	0	0	0	0	0	0
si:dkeyp-51b9.3	0	0	0	0	0	0
si:dkeyp-51f12.2	0	0	0	0	0	0
si:dkeyp-51f12.3	0	0	0	0	0	0
si:dkeyp-52c3.1	3.17441658690711	3.67715959428349	2.32703506308741	2.78485993609025	2.14706716307795	3.64231047936625
si:dkeyp-53d3.3	0	0	0	0	0	0
si:dkeyp-53d3.5	0	0	0	0	0	0
si:dkeyp-53d3.6	0	0	0	0	0	0
si:dkeyp-55f12.3	0	0	0	0	0	0
si:dkeyp-55h4.2	0	0	0	0	0	0
si:dkeyp-57d12.1	0	0	0	0	0	0
si:dkeyp-57d7.4	0	0	0	0	0	0
si:dkeyp-57d7.4_1	1.01942646490106	1.18087645507478	0	1.78864987765146	0.551604246774499	2.92421268160501
si:dkeyp-57f11.2	0	0	0	0	0	0
si:dkeyp-59c12.1	0	0	0	0	0	0
si:dkeyp-61b2.1	0	0	0	0	0	0
si:dkeyp-66d1.7	0	0	0	0	0	0
si:dkeyp-67a8.2	0	0	0	0	0	0
si:dkeyp-67a8.4	0	0	0	0	0	0
si:dkeyp-68b7.5	0	0	0	0	0	0
si:dkeyp-68b7.7	0	0	0	0	0	0
si:dkeyp-69b9.3	0	0	0	0	0	0
si:dkeyp-69b9.3_1	19.4088748233706	18.7594698935689	6.52487521633015	24.5825993043985	17.9269826386932	34.8938473938046
si:dkeyp-69b9.6	0	0	0	0	0	0
si:dkeyp-69b9.6_1	24.3239152276237	24.0560742006939	11.9993892564658	25.9019883328084	20.6113957057496	27.9091445332668
si:dkeyp-69c1.6	0	0	0	0	0	0
si:dkeyp-69c1.6_1	66.2342287019425	36.6570058660426	84.6391256996888	37.3026981191593	43.0066313854671	78.5300666475657
si:dkeyp-69c1.9	0	0	0	0	0	0
si:dkeyp-69c1.9_1	20.9115196858279	3.22977963093832	3.81531246472315	0.978416483264236	12.6728797788179	11.5170135043239
si:dkeyp-69e1.8	0	0	0	0	0	0
si:dkeyp-72a4.1	0	0	0	0	0	0
si:dkeyp-72a4.1_1	12.3720214197625	11.9428499743859	8.06170956859725	14.8736672284893	13.0169099268203	12.2239875778731
si:dkeyp-72e1.6	0	0	0	0	0	0
si:dkeyp-72e1.7	0	0	0	0	0	0
si:dkeyp-72e1.9	0	0	0	0	0	0
si:dkeyp-72g9.4	0	0	0	0	0	0
si:dkeyp-72h1.1	0	0	0	0	0	0
si:dkeyp-73a2.2	0	0	0	0	0	0
si:dkeyp-73b11.8	0	0	0	0	0	0
si:dkeyp-73d8.5	12.2570754896023	10.7352770648505	6.72060830322632	5.5950137862231	14.5585194422874	8.2324156475049
si:dkeyp-73d8.6	0	0	0	0	0	0
si:dkeyp-73d8.8	0	0	0	0	0	0
si:dkeyp-73d8.9	0	0	0	0	0	0
si:dkeyp-74b6.2	0	0	0	0	0	0
si:dkeyp-75b4.10	0	0	0	0	0	0
si:dkeyp-75b4.8	0	0	0	0	0	0
si:dkeyp-75b4.9	0	0	0	0	0	0
si:dkeyp-75h12.2	0	0	0	0	0	0
si:dkeyp-75h12.2_1	39.0477800472646	35.5627682522254	34.5704489009063	33.9249566575189	43.6348833316442	31.005138601072
si:dkeyp-75h12.5	0	0	0	0	0	0
si:dkeyp-75h12.5_1	45.7486434730716	46.4283801448889	98.927612998719	11.8390801403591	129.686025752732	90.5831528003826
si:dkeyp-75h12.7	0	0	0	0	0	0
si:dkeyp-75h12.7_1	24.4116456956196	29.3329417324397	27.5995309855455	31.5378547958171	20.1091690162848	22.7840959697758
si:dkeyp-77c4.1	0	0	0	0	0	0
si:dkeyp-77h1.4	0	0	0	0	0	0
si:dkeyp-79c2.1	0	0	0	0	0	0
si:dkeyp-7b3.2	0	0	0	0	0	0
si:dkeyp-80c12.10	0	0	0	0	0	0
si:dkeyp-80c12.7	0	0	0	0	0	0
si:dkeyp-80c12.8	0	0	0	0	0	0
si:dkeyp-80d11.1	0	0	0	0	0	0
si:dkeyp-80d11.1_1	35.3214377961104	31.8230985561564	21.8875132069212	19.4427464870015	31.4788733906251	28.6077526393569
si:dkeyp-80d11.4	0	0	0	0	0	0
si:dkeyp-81f3.4	0	0	0	0	0	0
si:dkeyp-82a1.1	0	0	0	0	0	0
si:dkeyp-82a1.1_1	100.587707318364	116.932775303861	121.057703888259	105.515753467589	116.602208970902	100.217014192872
si:dkeyp-82a1.6	0	0	0	0	0	0
si:dkeyp-82a1.6_1	163.96412785366	298.901152159865	251.015261237283	144.734070169238	238.784881726624	447.832612530902
si:dkeyp-84f3.5	0	0	0	0	0	0
si:dkeyp-84f3.9	0	0	0	0	0	0
si:dkeyp-85e10.1	0	0	0	0	0	0
si:dkeyp-85e10.2	0	0	0	0	0	0
si:dkeyp-86b9.1	0	0	0	0	0	0
si:dkeyp-86b9.1_1	85.2463402242555	152.733636491512	58.0204769579148	99.4587475672305	85.6532763694112	112.697116889935
si:dkeyp-86b9.5	0	0	0	0	0	0
si:dkeyp-86b9.5_1	4.64569258793128	2.5113417059759	4.23803939271294	14.4909672515446	6.03300114079829	11.0162541545123
si:dkeyp-86h10.3	0	0	0	0	0	0
si:dkeyp-87d8.8	0	0	0	0	0	0
si:dkeyp-87d8.8_1	4.15258902871427	3.79756459593894	3.41792932240992	2.30083796512636	3.54779325054415	5.51697575846237
si:dkeyp-87e7.4	0	0	0	0	0	0
si:dkeyp-92c9.2	0	0	0	0	0	0
si:dkeyp-92c9.3	0	0	0	0	0	0
si:dkeyp-92c9.4	0	0	0	0	0	0
si:dkeyp-93a5.2	0	0	0	0	0	0
si:dkeyp-93a5.3	0	0	0	0	0	0
si:dkeyp-93d12.1	0	0	0	0	0	0
si:dkeyp-94b4.1	0	0	0	0	0	0
si:dkeyp-94g1.1	0	0	0	0	0	0
si:dkeyp-94h10.5	0	0	0	0	0	0
si:dkeyp-94h10.5_1	78.6641393363986	112.224482504592	101.976823349562	78.4542334071008	113.804282211417	86.9335325946662
si:dkeyp-97a10.1	0	0	0	0	0	0
si:dkeyp-97a10.3	0	0	0	0	0	0
si:dkeyp-97b10.3	0	0	0	0	0	0
si:dkeyp-97e7.9	0	0	0	0	0	0
si:dkeyp-97e7.9_1	0.294341444091152	0.340957286324408	1.15077164309174	1.37717643161896	0	0.337725971678326
si:dkeyp-98a7.1	0	0	0	0	0	0
si:dkeyp-98a7.4	0	0	0	0	0	0
si:dkeyp-98a7.5	0	0	0	0	0	0
si:dkeyp-98a7.7	0	0	0	0	0	0
si:dkeyp-98a7.8	0	0	0	0	0	0
si:dkeyp-9a1.2	0	0	0	0	0	0
si:dkeyp-9d4.2	0	0	0	0	0	0
si:dkeyp-9d4.3	0	0	0	0	0	0
si:dkeyp-9d4.5	0	0	0	0	0	0
si:rp71-15i12.1	0	0	0	0	0	0
si:rp71-15k1.1	0	0	0	0	0	0
si:rp71-17i16.4	0	0	0	0	0	0
si:rp71-17i16.4_1	50.2020512447865	14.5381796413288	33.6353884195645	24.1517234863325	31.9833779728022	12.0777537067177
si:rp71-17i16.5	0	0	0	0	0	0
si:rp71-17i16.5_1	1.33956802320235	1.67108297598866	0.503580805309281	0.84371862038079	1.89571057995735	1.30055028445556
si:rp71-17i16.6	0	0	0	0	0	0
si:rp71-17i16.6_1	9.29099948116867	3.79851044017204	6.41021364825573	2.55712336182301	11.8289229507557	5.64376689159583
si:rp71-19m20.1	0	0	0	0	0	0
si:rp71-1c10.10	0	0	0	0	0	0
si:rp71-1c10.10_1	0.666965187142717	0.772594701990414	0.97784984033992	0.58511684827428	0.721780025034716	1.14790902075771
si:rp71-1c10.8	0	0	0	0	0	0
si:rp71-1c10.8_1	0	0	0	0	0.761107782809043	0
si:rp71-1c23.3	0	0	0	0	0	0
si:rp71-1d10.5	0	0	0	0	0	0
si:rp71-1d10.6	0	0	0	0	0	0
si:rp71-1d10.8	0	0	0	0	0	0
si:rp71-1f1.4	0	0	0	0	0	0
si:rp71-1f1.4_1	11.5926100074693	7.6734688892029	2.15823964760979	12.2685632488471	20.9089232409428	3.80037300960289
si:rp71-1f1.5	0	0	0	0	0	0
si:rp71-1f1.5_1	2.55577508484139	0.845869074724945	1.07059100656184	2.56244183803312	2.76582262504984	2.51355785576897
si:rp71-1f1.6	0	0	0	0	0	0
si:rp71-1f1.6_1	4.55117281774719	1.12970514202154	0.953222511027656	1.90126857365174	25.329667011885	1.11899871949419
si:rp71-1g18.1	0	0	0	0	0	0
si:rp71-1g18.1_1	140.547294385312	162.591740060568	86.1520092245248	124.978325354094	131.45776550472	98.3727355302167
si:rp71-1g18.13	0	0	0	0	0	0
si:rp71-1g18.13_1	48.3221298252974	68.0009611294255	47.9686166839724	60.2763469091912	65.1626111031558	73.6373350892949
si:rp71-1h20.3	0	0	0	0	0	0
si:rp71-1h20.5	0	0	0	0	0	0
si:rp71-1h3.1	0	0	0	0	0	0
si:rp71-1i20.2	0	0	0	0	0	0
si:rp71-1p14.7	0	0	0	0	0	0
si:rp71-1p14.7_1	472.888870930818	3.61970397562281	15.6105268815447	15.8388908865133	490.336463367928	534.622885049477
si:rp71-23d18.4	0	0	0	0	0	0
si:rp71-23d18.4_1	4.31845602105691	3.12649024544706	0	0.631417607485817	0	1.85811595487964
si:rp71-36a1.1	0	0	0	0	0	0
si:rp71-36a1.2	0	0	0	0	0	0
si:rp71-36a1.3	0	0	0	0	0	0
si:rp71-36a1.5	0	0	0	0	0	0
si:rp71-36n21.1	0.749168817241223	2.25632471178764	0.439348033420054	2.62893059859663	0.162147919587861	0.171918546866638
si:rp71-39b20.4	0	0	0	0	0	0
si:rp71-45g20.10	0	0	0	0	0	0
si:rp71-45g20.10_1	283.343647512659	252.702975458022	325.252477185117	248.697004784561	183.517126287565	328.529332791303
si:rp71-45g20.11	0	0	0	0	0	0
si:rp71-45g20.11_1	47.1576024574345	33.9567712098439	154.471876424037	96.4070163483814	16.5513313001185	50.6961665753416
si:rp71-45g20.4	0	0	0	0	0	0
si:rp71-45g20.4_1	250.160619166536	210.064994603709	364.649913242237	250.089943149575	146.601068319527	251.278114821327
si:rp71-45k5.2	0	0	0	0	0	0
si:rp71-45k5.4	0	0	0	0	0	0
si:rp71-46j2.7	0	0	0	0	0	0
si:rp71-56i13.6	0	0	0	0	0	0
si:rp71-56i13.6_1	278.956316024725	517.832901134977	195.265259803129	453.356423258844	339.084145873388	438.079916026696
si:rp71-61h23.4	0	0	0	0	0	0
si:rp71-61h23.4_1	77.3305338080421	67.6111410755315	36.1069132965022	63.0875481257167	75.423987419649	88.7286863437308
si:rp71-62i8.3	0	0	0	0	0	0
si:rp71-68n21.12	0	0	0	0	0	0
si:rp71-68n21.12_1	1.24223277475914	3.90577394431223	6.59122722950785	3.11368286424971	1.53637284746573	6.31218444680303
si:rp71-68n21.9	0	0	0	0	0	0
si:rp71-68n21.9_1	21.9644105381613	18.8770555697819	10.5263835573606	12.9288718634503	22.0826932296059	32.6811217882626
si:rp71-77l1.1	0	0	0	0	0	0
si:rp71-77l1.2	0	0	0	0	0	0
si:rp71-79p20.2	0	0	0	0	0	0
si:rp71-79p20.2_1	24.8715829750222	15.4276003855592	11.7628006388239	20.2709292898298	21.1852333783133	21.5412367756376
si:rp71-7l19.2	0	0	0	0	0	0
si:rp71-80o10.4	0	0	0	0	0	0
si:rp71-81e14.2	0	0	0	0	0	0
si:rp71-81e14.2_1	16.7718379543914	5.18081339016246	4.09824964932273	1.96181852822663	1.2100159400582	17.640266437886
si:rp71-84d19.3	0	0	0	0	0	0
si:rp71-84d19.3_1	33.9025831141644	17.8754622898453	11.1979522472881	14.7685113499426	19.2300348918147	27.3639004926921
si:zfos-1011f11.1	0	0	0	0	0	0
si:zfos-1056e6.1	0	0	0	0	0	0
si:zfos-1069f5.1	0	0	0	0	0	0
si:zfos-1192g2.3	0	0	0	0	0	0
si:zfos-128g4.1	0	0	0	0	0	0
si:zfos-1324h11.5	0	0	0	0	0	0
si:zfos-1425h8.1	0	0	0	0	0	0
si:zfos-1451h6.1	0	0	0	0	0	0
si:zfos-1505d6.3	0	0	0	0	0	0
si:zfos-169g10.2	0	0	0	0	0	0
si:zfos-2070c2.3	0	0	0	0	0	0
si:zfos-2131b9.2	0	0	0	0	0	0
si:zfos-2326c3.2	0	0	0	0	0	0
si:zfos-2330d3.1	0	0	0	0	0	0
si:zfos-2330d3.3	0	0	0	0	0	0
si:zfos-2330d3.6	0	0	0	0	0	0
si:zfos-2330d3.8	0	0	0	0	0	0
si:zfos-323e3.4	0	0	0	0	0	0
si:zfos-364h11.1	0	0	0	0	0	0
si:zfos-367g9.1	0	0	0	0	0	0
si:zfos-375h5.1	0	0	0	0	0	0
si:zfos-411a11.2	0	0	0	0	0	0
si:zfos-452g4.1	0	0	0	0	0	0
si:zfos-452g4.1_1	37.9829371539232	32.3361899358615	28.1792056179709	24.0880220749412	33.6760432118388	19.4278714072766
si:zfos-464b6.2	0	0	0	0	0	0
si:zfos-741a10.3	0	0	0	0	0	0
si:zfos-80g12.1	0	0	0	0	0	0
si:zfos-905g2.1	0	0	0	0	0	0
si:zfos-911d5.4	0	0	0	0	0	0
si:zfos-932h1.6	0	0	0	0	0	0
si:zfos-943e10.1	0	0	0	0	0	0
siae	0	0	0	0	0	0
siae_1	19.6764991209981	19.4408599165465	15.083960614064	31.364663546879	7.30663471496682	32.9797205020155
siah1	0	0	0	0	0	0
siah2l	0	0	0	0	0	0
siah2l_1	25.043348486929	26.6087574773668	22.2831236344128	35.5561915072533	34.2040220128022	29.1309584000552
sid1	0	0	0	0	0	0
sidt2	0	0	0	0	0	0
sigirr	0	0	0	0	0	0
siglec15l	0	0	0	0	0	0
sigmar1	0	0	0	0	0	0
sik1	0	0	0	0	0	0
sik2a	0	0	0	0	0	0
sik2a_1	8.3310561439043	5.88842448544045	4.83051948155907	7.26739725063792	3.82023211448555	8.42489383402958
sik2b	0	0	0	0	0	0
sik3	0	0	0	0	0	0
sike1	0	0	0	0	0	0
sim1a	0	0	0	0	0	0
sim1b	0	0	0	0	0	0
sim2	0	0	0	0	0	0
sim2_1	0	0	0	0	0	0
sin3aa	0	0	0	0	0	0
sin3ab	0	0	0	0	0	0
sin3b	0	0	0	0	0	0
sinup	0	0	0	0	0	0
sipa1l1	0	0	0	0	0	0
sipa1l2	0	0	0	0	0	0
sipa1l2_1	0	0	0	0	0	0
sipa1l3	0	0	0	0	0	0
sirt1	0	0	0	0	0	0
sirt2	0	0	0	0	0	0
sirt3	0	0	0	0	0	0
sirt4	0	0	0	0	0	0
sirt5	0	0	0	0	0	0
sirt6	0	0	0	0	0	0
sirt7	0	0	0	0	0	0
siva1	0	0	0	0	0	0
six1a	0	0	0	0	0	0
six1b	0	0	0	0	0	0
six2a	0	0	0	0	0	0
six2a_1	4.9065438984586	4.73634143394123	0.532857304301174	3.18846282537869	3.24487193863433	3.75316340699913
six2b	0	0	0	0	0	0
six3a	0	0	0	0	0	0
six3a_1	27.8790742068761	32.0252569376672	8.17480395905136	22.0120400771644	14.33090609791	24.5243763827736
six3b	0	0	0	0	0	0
six4a	0	0	0	0	0	0
six4b	0	0	0	0	0	0
six5	0	0	0	0	0	0
six5_1	13.0084224175636	8.72393206397287	10.0378345545034	18.4194662127571	17.0412151308508	9.42682228591046
six6a	0	0	0	0	0	0
six6b	0	0	0	0	0	0
six7	0	0	0	0	0	0
six9	0	0	0	0	0	0
ska1	0	0	0	0	0	0
ska2	0	0	0	0	0	0
ska3	0	0	0	0	0	0
